Subject,Age,Gender,Location ID,Description,Location_Type,Suburb,Post Code,Lat,Lon,Time of Arrival,Time of Departure,Duration
974,50,1,11361,NULL,Work,Thomastown,3074,-37.69389,145.032303,2013/2/28 6:30,2013/2/28 16:00,570
974,50,1,11362,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 16:00,2013/2/28 16:30,30
974,50,1,11363,NULL,Home,Craigieburn,3064,-37.595379,144.928299,2013/2/28 16:30,2013/2/28 23:00,390
975,66,2,11364,NULL,Home,Glen Iris,3146,-37.851089,145.091156,2013/2/28 7:00,2013/2/28 9:30,150
975,66,2,11365,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 9:30,2013/2/28 9:45,15
975,66,2,11366,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 9:45,2013/2/28 10:00,15
975,66,2,11367,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 10:00,2013/2/28 14:30,270
975,66,2,11368,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 14:30,2013/2/28 15:30,60
975,66,2,11369,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 15:30,2013/2/28 17:15,105
975,66,2,11370,Relative's House: Parsowe ,Other ,Malvern,3144,-37.85522842,145.0356598,2013/2/28 17:15,2013/2/28 18:15,60
975,66,2,11371,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 18:15,2013/2/28 18:45,30
975,66,2,11372,NULL,Home,Glen Iris,3146,-37.851089,145.091156,2013/2/28 18:45,2013/2/28 19:45,60
977,86,1,11373,NULL,Home,Deepdene,3103,-37.809792,145.062378,2013/3/1 7:00,2013/3/1 10:00,180
977,86,1,11374,Tram,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/3/1 10:00,2013/3/1 10:10,10
977,86,1,11375,Balwyn Shopping Centre,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Balwyn,3103,-37.813053,145.083165,2013/3/1 10:10,2013/3/1 10:40,30
977,86,1,11376,Tram,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/3/1 10:40,2013/3/1 10:45,5
977,86,1,11377,Deepdene Pharmacy,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Balwyn,3103,-37.810741,145.065506,2013/3/1 10:45,2013/3/1 10:50,5
977,86,1,11378,Deepdene Newsagency,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Deepdene,3103,-37.811733,145.072129,2013/3/1 10:50,2013/3/1 10:55,5
977,86,1,11379,NULL,Home,Deepdene,3103,-37.809792,145.062378,2013/3/1 10:55,2013/3/1 14:30,215
977,86,1,11380,Nursery Cafe,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Deepdene,3103,-37.811733,145.072129,2013/3/1 14:30,2013/3/1 15:30,60
977,86,1,11381,NULL,Home,Deepdene,3103,-37.809792,145.062378,2013/3/1 15:30,2013/3/1 23:00,450
985,48,2,11382,NULL,Home,Balwyn,3103,-37.805859,145.075623,2013/3/1 7:00,2013/3/1 7:15,15
985,48,2,11383,Xavier College-Burke Hall,"Study (Uni, school, kindergarden, childcare centre etc)",Kew,3101,-37.80561,145.016,2013/3/1 7:15,2013/3/1 7:30,15
985,48,2,11384,NULL,Home,Balwyn,3103,-37.805859,145.075623,2013/3/1 7:30,2013/3/1 8:00,30
985,48,2,11385,Xavier College-Senior Campus,"Study (Uni, school, kindergarden, childcare centre etc)",Kew,3101,-37.81385,145.031097,2013/3/1 8:00,2013/3/1 8:30,30
985,48,2,11386,NULL,Work,Deepdene,3103,-37.815019,145.061737,2013/3/1 8:30,2013/3/1 16:15,465
985,48,2,11387,NULL,Home,Balwyn,3103,-37.805859,145.075623,2013/3/1 16:15,2013/3/1 16:25,10
985,48,2,11388,Genazzano,"Study (Uni, school, kindergarden, childcare centre etc)",Kew,3101,-37.80957,145.05719,2013/3/1 16:25,2013/3/1 16:45,20
985,48,2,11389,NULL,Work,Deepdene,3103,-37.815019,145.061737,2013/3/1 16:45,2013/3/1 18:15,90
985,48,2,11390,NULL,Home,Balwyn,3103,-37.805859,145.075623,2013/3/1 18:15,2013/3/1 19:15,60
985,48,2,11391,Fish and Chip Shop,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Balwyn,3103,-37.802931,145.078874,2013/3/1 19:15,2013/3/1 19:30,15
985,48,2,11392,NULL,Home,Balwyn,3103,-37.805859,145.075623,2013/3/1 19:30,2013/3/1 23:00,210
989,86,2,11393,NULL,Home,Kew,3101,-37.805489,145.027603,2013/3/6 7:00,2013/3/6 10:30,210
989,86,2,11394,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/6 10:30,2013/3/6 10:35,5
989,86,2,11395,Leo's Supermarket,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Kew,3101,-37.806389,145.029129,2013/3/6 10:35,2013/3/6 10:45,10
989,86,2,11396,Westpac Bank,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Kew,3101,-37.80775,145.02968,2013/3/6 10:45,2013/3/6 12:30,105
989,86,2,11397,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/6 12:30,2013/3/6 12:35,5
989,86,2,11398,NULL,Home,Kew,3101,-37.805489,145.027603,2013/3/6 12:35,2013/3/6 23:00,625
995,71,2,11399,NULL,Home,Tullamarine,3043,-37.70647,144.872253,2013/3/27 7:00,2013/3/27 11:00,240
995,71,2,11400,NULL,Car journey (respondent alone in the car),NULL,NULL,NULL,NULL,2013/3/27 11:00,2013/3/27 11:09,9
995,71,2,11401,Tullamarine Shops,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Tullamarine,3043,-37.708264,144.863563,2013/3/27 11:09,2013/3/27 12:00,51
995,71,2,11402,NULL,Car journey (respondent alone in the car),NULL,NULL,NULL,NULL,2013/3/27 12:00,2013/3/27 12:12,12
995,71,2,11403,Westfield Shopping Centre,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Airport West,3042,-37.71385,144.88682,2013/3/27 12:12,2013/3/27 13:00,48
995,71,2,11404,NULL,Car journey (respondent alone in the car),NULL,NULL,NULL,NULL,2013/3/27 13:00,2013/3/27 13:10,10
995,71,2,11405,NULL,Home,Tullamarine,3043,-37.70647,144.872253,2013/3/27 13:10,2013/3/27 23:00,590
998,62,1,11406,Holiday House,Other ,Lorne,3232,-38.540978,143.975026,2013/3/12 7:00,2013/3/12 8:00,60
998,62,1,11407,Lorne Newsagency,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Lorne,3232,-38.541247,143.975026,2013/3/12 8:00,2013/3/12 8:10,10
998,62,1,11408,"Holiday House, Lorne",Other ,Lorne,3232,-38.540978,143.975026,2013/3/12 8:10,2013/3/12 16:30,500
998,62,1,11409,NULL,Home,Camberwell,3124,-37.838661,145.056915,2013/3/12 16:30,2013/3/12 23:00,390
999,54,2,11410,(Don't Know),Home,NULL,NULL,NULL,NULL,2013/3/3 7:00,2013/3/3 10:20,200
999,54,2,11411,"Swinburne University, Hawthorn Craft Market","Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Hawthorn,3122,-37.822101,145.03898,2013/3/3 10:20,2013/3/3 11:45,85
999,54,2,11412,Dress Store,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Canterbury,3126,-37.827601,145.074909,2013/3/3 11:45,2013/3/3 13:00,75
999,54,2,11413,Café,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Canterbury,3126,-37.827601,145.074909,2013/3/3 13:00,2013/3/3 15:30,150
999,54,2,11414,Dymocks- The Well,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Camberwell,3124,-37.82936403,145.0570695,2013/3/3 15:30,2013/3/3 16:00,30
999,54,2,11415,NULL,Home,NULL,NULL,NULL,NULL,2013/3/3 16:00,2013/3/3 17:00,60
999,54,2,11416,NULL,Home,NULL,NULL,NULL,NULL,2013/3/3 17:00,2013/3/3 23:00,360
1000,78,2,11417,NULL,Home,Camberwell,3124,-37.835758,145.088394,2013/3/12 7:00,2013/3/12 10:00,180
1000,78,2,11418,Neighbour's House,Other ,Camberwell,3124,-37.83591,145.08821,2013/3/12 10:00,2013/3/12 10:30,30
1000,78,2,11419,NULL,Home,Camberwell,3124,-37.835758,145.088394,2013/3/12 10:30,2013/3/12 13:15,165
1000,78,2,11420,NULL,Car journey (respondent alone in the car),NULL,NULL,NULL,NULL,2013/3/12 13:15,2013/3/12 13:27,12
1000,78,2,11421,Bass Care,"Study (Uni, school, kindergarden, childcare centre etc)",Canterbury,3126,-37.818329,145.082126,2013/3/12 13:27,2013/3/12 14:30,63
1000,78,2,11422,NULL,Car journey (respondent alone in the car),NULL,NULL,NULL,NULL,2013/3/12 14:30,2013/3/12 14:41,11
1000,78,2,11423,Middle Camberwell Supermarket,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Camberwell,3124,-37.83243,145.066166,2013/3/12 14:41,2013/3/12 15:15,34
1000,78,2,11424,NULL,Car journey (respondent alone in the car),NULL,NULL,NULL,NULL,2013/3/12 15:15,2013/3/12 15:25,10
1000,78,2,11425,NULL,Home,Camberwell,3124,-37.835758,145.088394,2013/3/12 15:25,2013/3/12 23:00,455
1003,79,2,11426,NULL,Home,Hawthorn,3122,-37.827888,145.028519,2013/2/28 7:00,2013/2/28 8:00,60
1003,79,2,11427,Kooyong Tennis Club,Sport and recreation,Toorak,3142,-37.83829,145.03233,2013/2/28 8:00,2013/2/28 9:30,90
1003,79,2,11428,NULL,Home,Hawthorn,3122,-37.827888,145.028519,2013/2/28 9:30,2013/2/28 11:30,120
1003,79,2,11429,Friend's House,Other ,Kew,3101,-37.800246,145.020577,2013/2/28 11:30,2013/2/28 13:00,90
1003,79,2,11430,NULL,Home,Hawthorn,3122,-37.827888,145.028519,2013/2/28 13:00,2013/2/28 14:00,60
1003,79,2,11431,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 14:00,2013/2/28 14:15,15
1003,79,2,11432,Readings Hawthorn,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Hawthorn,3122,-37.819698,145.03566,2013/2/28 14:15,2013/2/28 15:30,75
1003,79,2,11433,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 15:30,2013/2/28 15:40,10
1003,79,2,11434,Hawthorn Library,"Arts and culture (cinema, library, gigs, museum, theatre etc.) ",Hawthorn,3122,-37.824821,145.035126,2013/2/28 15:40,2013/2/28 15:45,5
1003,79,2,11435,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 15:45,2013/2/28 15:50,5
1003,79,2,11436,NULL,Home,Hawthorn,3122,-37.827888,145.028519,2013/2/28 15:50,2013/2/28 23:00,430
1007,64,1,11437,NULL,Home,Glen Iris,3146,-37.854961,145.062851,2013/3/3 7:00,2013/3/3 12:00,300
1007,64,1,11438,"Supermarket, Taronga Village","Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Glen Iris,3146,-37.84541935,145.045381,2013/3/3 12:00,2013/3/3 12:30,30
1007,64,1,11439,NULL,Home,Glen Iris,3146,-37.854961,145.062851,2013/3/3 12:30,2013/3/3 23:00,630
1010,62,2,11440,NULL,Home,Balwyn North,3104,-37.797219,145.089111,2013/3/5 7:00,2013/3/5 11:30,270
1010,62,2,11441,(Refused),Refused,NULL,NULL,NULL,NULL,2013/3/5 11:30,NULL,NULL
1010,62,2,11442,(Refused),Refused,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1010,62,2,11443,(Refused),Refused,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1010,62,2,11444,(Refused),Refused,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1010,62,2,11445,(Refused),Refused,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1010,62,2,11446,(Refused),Refused,NULL,NULL,NULL,NULL,NULL,2013/3/5 23:00,NULL
1020,19,2,11447,NULL,Home,Auburn,3123,-37.83334,145.03347,2013/2/28 7:00,2013/2/28 8:30,90
1020,19,2,11448,Monash University,"Study (Uni, school, kindergarden, childcare centre etc)",Clayton,3800,-37.915404,145.134673,2013/2/28 8:30,2013/2/28 16:00,450
1020,19,2,11449,Chadstone Shopping Centre,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Chadstone,3148,-37.888481,145.081772,2013/2/28 16:00,2013/2/28 19:00,180
1020,19,2,11450,NULL,Home,Auburn,3123,-37.83334,145.03347,2013/2/28 19:00,2013/2/28 23:00,240
1021,59,1,11451,NULL,Home,Kew East,3102,-37.794512,145.057836,2013/3/1 7:00,2013/3/1 9:30,150
1021,59,1,11452,Bill Cutler Optometrist,Other ,Kew East,3102,-37.798641,145.052597,2013/3/1 9:30,2013/3/1 10:15,45
1021,59,1,11453,Bunnings Warehouse,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Hawthorn,3122,-37.822319,145.031509,2013/3/1 10:15,2013/3/1 12:00,105
1021,59,1,11454,NULL,Home,Kew East,3102,-37.794512,145.057836,2013/3/1 12:00,2013/3/1 14:00,120
1021,59,1,11455,Leo's Supermarket,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Kew,3101,-37.806389,145.029129,2013/3/1 14:00,2013/3/1 14:30,30
1021,59,1,11456,Dan Murphy's,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Kew,3101,-37.804951,145.035385,2013/3/1 14:30,2013/3/1 14:50,20
1021,59,1,11457,NULL,Home,Kew East,3102,-37.794512,145.057836,2013/3/1 14:50,2013/3/1 23:00,490
1022,69,2,11458,NULL,Home,Camberwell,3124,-37.843189,145.064194,2013/2/28 7:00,2013/2/28 23:00,960
1024,48,1,11459,NULL,Home,Westmeadows,3049,-37.675159,144.895555,2013/2/28 5:20,2013/2/28 6:20,60
1024,48,1,11460,NULL,Work,Abbotsford,3067,-37.809861,145.00567,2013/2/28 6:20,2013/2/28 10:00,220
1024,48,1,11461,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 10:00,2013/2/28 10:15,15
1024,48,1,11462,NULL,Work,Hawthorn East,3123,-37.830256,145.047143,2013/2/28 10:15,2013/2/28 15:50,335
1024,48,1,11463,NULL,Home,Westmeadows,3049,-37.675159,144.895555,2013/2/28 15:50,2013/2/28 17:15,85
1024,48,1,11464,"Field to Walk the Dogs. the Broadmeadows Valley Park, Erin Bank Crescent.","Public spaces (parks, streets, stations, airports etc.)",Westmeadows,3049,-37.669507,144.906231,2013/2/28 17:15,2013/2/28 18:45,90
1024,48,1,11465,NULL,Home,Westmeadows,3049,-37.675159,144.895555,2013/2/28 18:45,2013/2/28 23:00,255
1026,57,1,11466,NULL,Home,Broadmeadows,3047,-37.686569,144.925766,2013/2/28 5:50,2013/2/28 6:50,60
1026,57,1,11467,Café: RAAF Williams Laverton Base,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Laverton,3028,-37.863886,144.763082,2013/2/28 6:50,2013/2/28 9:20,150
1026,57,1,11468,"Thorn Circle, RAAF Williams Laverton Base.",Work,Laverton,3028,-37.863449,144.763455,2013/2/28 9:20,2013/2/28 12:30,190
1026,57,1,11469,Gym:  RAAF Williams Laverton Base,Sport and recreation,Laverton,3028,-37.861338,144.761575,2013/2/28 12:30,2013/2/28 14:00,90
1026,57,1,11470,"Thorn Circle, RAAF Williams Laverton Base.",Work,Laverton,3028,-37.863449,144.763455,2013/2/28 14:00,2013/2/28 17:00,180
1026,57,1,11471,Gym:  RAAF Williams Laverton Base,Sport and recreation,Laverton,3028,-37.861338,144.761575,2013/2/28 17:00,2013/2/28 18:00,60
1026,57,1,11472,NULL,Home,Broadmeadows,3047,-37.686569,144.925766,2013/2/28 18:00,2013/2/28 18:40,40
1026,57,1,11473,"Local Neighbourhood, Walking Dog","Public spaces (parks, streets, stations, airports etc.)",Broadmeadows,3047,-37.687021,144.934065,2013/2/28 18:40,2013/2/28 19:10,30
1026,57,1,11474,NULL,Home,Broadmeadows,3047,-37.686569,144.925766,2013/2/28 19:10,2013/2/28 23:00,230
1027,48,2,11475,NULL,Home,Greenvale,3059,-37.645901,144.899307,2013/2/28 7:00,2013/2/28 7:45,45
1027,48,2,11476,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 7:45,2013/2/28 8:20,35
1027,48,2,11477,NULL,Work,South Morang,3752,-37.643508,145.091584,2013/2/28 8:20,2013/2/28 17:00,520
1027,48,2,11478,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 17:00,2013/2/28 17:30,30
1027,48,2,11479,NULL,Home,Greenvale,3059,-37.645901,144.899307,2013/2/28 17:30,2013/2/28 19:00,90
1027,48,2,11480,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 19:00,2013/2/28 19:15,15
1027,48,2,11481,Gym,Sport and recreation,Tullamarine,3043,-37.699035,144.887832,2013/2/28 19:15,2013/2/28 21:00,105
1027,48,2,11482,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 21:00,2013/2/28 21:20,20
1027,48,2,11483,NULL,Home,Greenvale,3059,-37.645901,144.899307,2013/2/28 21:20,2013/2/28 23:00,100
1029,72,2,11484,(Refused),Home,NULL,3123,NULL,NULL,2013/3/3 7:00,2013/3/3 13:00,360
1029,72,2,11485,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/3 13:00,2013/3/3 13:30,30
1029,72,2,11486,Shopping Cafe/Restaurant (Lunch-  Not Shopping!),"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",NULL,NULL,NULL,NULL,2013/3/3 13:30,2013/3/3 15:30,120
1029,72,2,11487,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/3 15:30,2013/3/3 16:00,30
1029,72,2,11488,Friend's House (Dropped Her Off): Refused,Other ,NULL,NULL,NULL,NULL,2013/3/3 16:00,2013/3/3 16:00,0
1029,72,2,11489,The Well (Camberwell),"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Camberwell,3124,-37.82936403,145.0570695,2013/3/3 16:00,2013/3/3 16:45,45
1029,72,2,11490,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/3 16:45,2013/3/3 17:00,15
1029,72,2,11491,(Refused),Home,NULL,3123,NULL,NULL,2013/3/3 17:00,2013/3/3 23:00,360
1035,62,2,11492,NULL,Home,Kew,3101,-37.797501,145.040085,2013/2/28 7:00,2013/2/28 8:00,60
1035,62,2,11493,NULL,Work,Kew,3101,-37.80075,145.040932,2013/2/28 8:00,2013/2/28 17:20,560
1035,62,2,11494,NULL,Home,Kew,3101,-37.797501,145.040085,2013/2/28 17:20,2013/2/28 23:00,340
1037,19,2,11495,NULL,Home,Greenvale,3059,-37.653412,144.892395,2013/3/1 5:50,2013/3/1 6:50,60
1037,19,2,11496,Friend's House,Other ,Gowanbrae,3043,-37.706841,144.899506,2013/3/1 6:50,2013/3/1 7:15,25
1037,19,2,11497,Went For A Run  ,"Public spaces (parks, streets, stations, airports etc.)",Gowanbrae,3043,-37.70214,144.89883,2013/3/1 7:15,2013/3/1 8:00,45
1037,19,2,11498,Friend's House,Other ,Gowanbrae,3043,-37.706841,144.899506,2013/3/1 8:00,2013/3/1 9:30,90
1037,19,2,11499,NULL,Home,Greenvale,3059,-37.653412,144.892395,2013/3/1 9:30,2013/3/1 23:00,810
1044,24,1,11500,Girlfriend's House,Other ,Richmond,3121,-37.82206345,145.0081329,2013/3/3 7:00,2013/3/3 12:00,300
1044,24,1,11501,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/3 12:00,2013/3/3 12:05,5
1044,24,1,11502,Cafe in Richmond,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Richmond,3121,-37.82206345,145.0081329,2013/3/3 12:05,2013/3/3 13:05,60
1044,24,1,11503,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/3 13:05,2013/3/3 13:10,5
1044,24,1,11504,Girlfriend's House,Other ,Richmond,3121,-37.82206345,145.0081329,2013/3/3 13:10,2013/3/3 23:00,590
1052,82,2,11505,NULL,Home,Roxburgh Park,3064,-37.6225,144.93257,2013/2/28 7:00,2013/2/28 12:45,345
1052,82,2,11506,Meeting at the Centre: 200 Metres Away,Other ,Roxburgh Park,3064,-37.6225,144.93257,2013/2/28 12:45,2013/2/28 15:30,165
1052,82,2,11507,NULL,Home,Roxburgh Park,3064,-37.6225,144.93257,2013/2/28 15:30,2013/2/28 23:00,450
1053,73,2,11508,NULL,Home,Balwyn,3103,-37.817421,145.086197,2013/2/28 7:00,2013/2/28 10:00,180
1053,73,2,11509,Walking Group,Sport and recreation,Balwyn,3103,-37.81150055,145.0815888,2013/2/28 10:00,2013/2/28 11:00,60
1053,73,2,11510,Hairdresser,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",NULL,NULL,-37.81267,145.07975,2013/2/28 11:00,2013/2/28 12:00,60
1053,73,2,11511,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/28 12:00,2013/2/28 12:20,20
1053,73,2,11512,Lunch,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Camberwell,3124,-37.83563614,145.0756531,2013/2/28 12:20,2013/2/28 14:00,100
1053,73,2,11513,Dentist,Other ,Camberwell,3124,-37.83563614,145.0756531,2013/2/28 14:00,2013/2/28 14:30,30
1053,73,2,11514,Shopping,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Camberwell,3124,-37.82936403,145.0570695,2013/2/28 14:30,2013/2/28 15:30,60
1053,73,2,11515,Tram,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/2/28 15:30,2013/2/28 15:50,20
1053,73,2,11516,Club,"Arts and culture (cinema, library, gigs, museum, theatre etc.) ",Balwyn,3103,-37.81150055,145.0815888,2013/2/28 15:50,2013/2/28 16:00,10
1053,73,2,11517,NULL,Home,Balwyn,3103,-37.817421,145.086197,2013/2/28 16:00,2013/2/28 23:00,420
1057,66,1,11518,Bourke Rd / Doncaster Rd corner,Home,Balwyn North,3104,-37.79343045,145.0639554,2013/3/1 7:00,2013/3/1 10:00,180
1057,66,1,11519,Officeworks,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Kew East,3102,-37.79678,145.056854,2013/3/1 10:00,2013/3/1 10:20,20
1057,66,1,11520,Jaycar,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Kew East,3102,-37.795766,145.058747,2013/3/1 10:20,2013/3/1 10:30,10
1057,66,1,11521,Bourke Rd / Doncaster Rd corner,Home,Balwyn North,3104,-37.79343045,145.0639554,2013/3/1 10:30,2013/3/1 13:30,180
1057,66,1,11522,MSY,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Mitcham,3132,-37.81567,145.1973,2013/3/1 13:30,2013/3/1 13:50,20
1057,66,1,11523,Bourke Rd / Doncaster Rd corner,Home,Balwyn North,3104,-37.79343045,145.0639554,2013/3/1 13:50,2013/3/1 17:00,190
1057,66,1,11524,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/1 17:00,2013/3/1 17:30,30
1057,66,1,11525,Club,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Melbourne,3000,-37.81322,144.968788,2013/3/1 17:30,2013/3/2 1:00,450
1057,66,1,11526,Bourke Rd / Doncaster Rd corner,Home,Balwyn North,3104,-37.79343045,145.0639554,2013/3/2 1:00,2013/3/2 2:00,60
1062,36,2,11527,NULL,Home,Attwood ,3049,-37.67138,144.891756,2013/3/1 7:00,2013/3/1 7:50,50
1062,36,2,11528,Before School Care,"Study (Uni, school, kindergarden, childcare centre etc)",Greenvale,3059,-37.638816,144.887514,2013/3/1 7:50,2013/3/1 7:52,2
1062,36,2,11529,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/1 7:52,2013/3/1 8:20,28
1062,36,2,11530,NULL,Work,Dallas,3047,-37.669389,144.929975,2013/3/1 8:20,2013/3/1 17:50,570
1062,36,2,11531,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/1 17:50,2013/3/1 18:00,10
1062,36,2,11532,Before School Care,"Study (Uni, school, kindergarden, childcare centre etc)",Greenvale,3059,-37.638816,144.887514,2013/3/1 18:00,2013/3/1 18:02,2
1062,36,2,11533,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/1 18:02,2013/3/1 18:10,8
1062,36,2,11534,NULL,Home,Attwood ,3049,-37.67138,144.891756,2013/3/1 18:10,2013/3/1 19:00,50
1062,36,2,11535,Hume Islamic Youth Centre,Other ,Coolaroo,3058,-37.64266,144.93231,2013/3/1 19:00,2013/3/1 20:30,90
1062,36,2,11536,Niece's House,Other ,Roxburgh Park,3064,-37.619545,144.930097,2013/3/1 20:30,2013/3/1 21:15,45
1062,36,2,11537,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/1 21:15,2013/3/1 23:00,105
1063,55,2,11538,NULL,Home,Tullamarine,3043,-37.699518,144.87444,2013/3/1 7:00,2013/3/1 7:40,40
1063,55,2,11539,NULL,Work,NULL,NULL,NULL,NULL,2013/3/1 7:40,2013/3/1 16:30,530
1063,55,2,11540,NULL,Home,Tullamarine,3043,-37.699518,144.87444,2013/3/1 16:30,2013/3/1 18:30,120
1063,55,2,11541,Takeaway Store,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",NULL,NULL,NULL,NULL,2013/3/1 18:30,2013/3/1 18:50,20
1063,55,2,11542,NULL,Home,Tullamarine,3043,-37.699518,144.87444,2013/3/1 18:50,2013/3/1 23:00,250
1067,71,2,11543,NULL,Home,Camberwell,3124,-37.845835,145.074801,2013/3/3 7:00,2013/3/3 14:30,450
1067,71,2,11544,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/3 14:30,2013/3/3 15:00,30
1067,71,2,11545,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/3 15:00,2013/3/3 18:30,210
1067,71,2,11546,Sisters For Dinner,Other ,Glen Iris,3146,-37.856693,145.07248,2013/3/3 18:30,2013/3/3 21:30,180
1067,71,2,11547,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/3 21:30,2013/3/3 21:45,15
1067,71,2,11548,NULL,Home,Camberwell,3124,-37.845835,145.074801,2013/3/3 21:45,2013/3/3 23:00,75
1068,49,1,11549,NULL,Home,Sunbury,3429,-37.574211,144.750824,2013/3/9 7:00,2013/3/9 9:00,120
1068,49,1,11550,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/9 9:00,2013/3/9 9:07,7
1068,49,1,11551,Sunbury Square,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Sunbury,3429,-37.577771,144.72987,2013/3/9 9:07,2013/3/9 9:30,23
1068,49,1,11552,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/9 9:30,2013/3/9 9:35,5
