Subject,Age,Gender,Location ID,Description,Location_Type,Suburb,Post Code,Lat,Lon,Time of Arrival,Time of Departure,Duration
49,65,1,10001,NULL,Home,Greenvale,3059,-37.640616,144.8834858,2013/2/24 7:00,2013/2/24 23:00,960
51,35,2,10002,NULL,Home,Sunbury,3429,-37.582356,144.70768,2013/2/24 7:00,2013/2/24 10:30,210
51,35,2,10003,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 10:30,2013/2/24 10:35,5
51,35,2,10004,The Reject Shop,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Sunbury,3429,-37.580002,144.727982,2013/2/24 10:35,2013/2/24 10:55,20
51,35,2,10005,Macs Cafe,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Sunbury,3429,-37.57653,144.728424,2013/2/24 10:55,2013/2/24 12:30,95
51,35,2,10006,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 12:30,2013/2/24 12:35,5
51,35,2,10007,NULL,Home,Sunbury,3429,-37.582356,144.70768,2013/2/24 12:35,2013/2/24 13:30,55
51,35,2,10008,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 13:30,2013/2/24 13:50,20
51,35,2,10009,Airport Westfield,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Airport West,3042,-37.71385,144.88682,2013/2/24 13:50,2013/2/24 16:30,160
51,35,2,10010,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 16:30,2013/2/24 17:30,60
51,35,2,10011,NULL,Home,Sunbury,3429,-37.582356,144.70768,2013/2/24 17:30,2013/2/24 18:00,30
51,35,2,10012,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 18:00,2013/2/24 18:05,5
51,35,2,10013,La Porchetta,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Sunbury,3429,-37.579762,144.726044,2013/2/24 18:05,2013/2/24 19:30,85
51,35,2,10014,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 19:30,2013/2/24 19:35,5
53,-2,2,10015,NULL,Home,Kew East,3102,-37.79788,145.05404,2013/3/9 7:00,2013/3/9 9:00,120
53,-2,2,10016,NULL,Car journey (respondent alone in the car),NULL,NULL,NULL,NULL,2013/3/9 9:00,2013/3/9 9:18,18
53,-2,2,10017,University of Melbourne Swimming Pool,Sport and recreation,University Of Melbourne,3010,-37.795976,144.961472,2013/3/9 9:18,2013/3/9 10:30,72
53,-2,2,10018,University of Melbourne: Ian Potter Cafe,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",University Of Melbourne,3010,-37.795976,144.961472,2013/3/9 10:30,2013/3/9 11:30,60
53,-2,2,10019,NULL,Car journey (respondent alone in the car),NULL,NULL,NULL,NULL,2013/3/9 11:30,2013/3/9 11:48,18
53,-2,2,10020,NULL,Home,Kew East,3102,-37.79788,145.05404,2013/3/9 11:48,2013/3/9 23:00,672
62,56,2,10021,NULL,Home,Kew,3101,-37.804722,145.04644,2013/2/24 7:00,2013/2/24 11:00,240
62,56,2,10022,Koonung Trail,"Public spaces (parks, streets, stations, airports etc.)",Balwyn North,3104,-37.78196,145.09621,2013/2/24 11:00,2013/2/24 12:00,60
62,56,2,10023,NULL,Home,Kew,3101,-37.804722,145.04644,2013/2/24 12:00,2013/2/24 12:30,30
62,56,2,10024,Leo's Supermarket,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Kew,3101,-37.806389,145.029129,2013/2/24 12:30,2013/2/24 12:45,15
62,56,2,10025,NULL,Home,Kew,3101,-37.804722,145.04644,2013/2/24 12:45,2013/2/24 23:00,615
63,41,2,10026,NULL,Home,Kew,3101,-37.80744218,145.0289334,2013/2/24 7:00,2013/2/24 11:30,270
63,41,2,10027,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 11:30,2013/2/24 12:00,30
63,41,2,10028,"Our Lady of Maronite, Lebanese church",Other ,Thornbury,3071,-37.757381,144.982178,2013/2/24 12:00,2013/2/24 13:20,80
63,41,2,10029,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 13:20,2013/2/24 13:30,10
63,41,2,10030,"Maha, Restaurant in the City","Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Melbourne,3000,-37.818218,144.962448,2013/2/24 13:30,2013/2/24 16:30,180
63,41,2,10031,NULL,Home,Kew,3101,-37.80744218,145.0289334,2013/2/24 16:30,2013/2/24 17:10,40
63,41,2,10032,NULL,Work,Kew,3101,-37.8057843,145.0335624,2013/2/24 17:10,2013/2/24 18:30,80
63,41,2,10033,Woolworths Supermarket,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Kew,3101,-37.80584,145.03134,2013/2/24 18:30,2013/2/24 18:50,20
63,41,2,10034,NULL,Home,Kew,3101,-37.80744218,145.0289334,2013/2/24 18:50,2013/2/24 23:00,250
68,73,2,10035,NULL,Home,Balwyn North,3104,-37.784013,145.092255,2013/3/21 7:00,2013/3/21 23:00,960
73,83,2,10036,NULL,Home,Ashwood,3147,-37.8669281,145.1028595,2013/2/24 7:00,2013/2/24 23:00,960
85,31,2,10037,NULL,Home,Sunbury,3429,-37.566139,144.726547,2013/2/26 7:00,2013/2/26 8:20,80
85,31,2,10038,Kindergarten,Work,Sunbury,3429,-37.581261,144.696976,2013/2/26 8:20,2013/2/26 8:35,15
85,31,2,10039,School:,"Study (Uni, school, kindergarden, childcare centre etc)",Sunbury,3429,-37.565361,144.728607,2013/2/26 8:35,2013/2/26 9:00,25
85,31,2,10040,NULL,Home,Sunbury,3429,-37.566139,144.726547,2013/2/26 9:00,2013/2/26 10:30,90
85,31,2,10041,Sunbury Square,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Sunbury,3429,-37.577771,144.72987,2013/2/26 10:30,2013/2/26 12:30,120
85,31,2,10042,Kindergarten,"Arts and culture (cinema, library, gigs, museum, theatre etc.) ",Sunbury,3429,-37.581261,144.696976,2013/2/26 12:30,2013/2/26 13:00,30
85,31,2,10043,NULL,Home,Sunbury,3429,-37.566139,144.726547,2013/2/26 13:00,2013/2/26 15:15,135
85,31,2,10044,School:,"Study (Uni, school, kindergarden, childcare centre etc)",Sunbury,3429,-37.565361,144.728607,2013/2/26 15:15,2013/2/26 15:25,10
85,31,2,10045,NULL,Home,Sunbury,3429,-37.566139,144.726547,2013/2/26 15:25,2013/2/26 23:00,455
92,42,1,10046,NULL,Home,Balwyn North,3104,-37.790854,145.068124,2013/2/26 7:00,2013/2/26 23:00,960
93,57,1,10047,NULL,Home,Sunbury,3429,-37.56381,144.715127,2013/2/24 7:00,2013/2/24 10:30,210
93,57,1,10048,Moonee Ponds Shops,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Moonee Ponds,3039,-37.766838,144.922172,2013/2/24 10:30,2013/2/24 12:30,120
93,57,1,10049,NULL,Home,Sunbury,3429,-37.56381,144.715127,2013/2/24 12:30,2013/2/24 23:00,630
95,53,2,10050,NULL,Home,Hawthorn East,3123,-37.81986043,145.045533,2013/3/17 7:00,2013/3/17 9:30,150
95,53,2,10051,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/17 9:30,2013/3/17 9:45,15
95,53,2,10052,Genesis Gym,Sport and recreation,Camberwell,3124,-37.82864,145.056198,2013/3/17 9:45,2013/3/17 11:00,75
95,53,2,10053,"Coles Supermarket, The Well","Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Camberwell,3124,-37.82936403,145.0570695,2013/3/17 11:00,2013/3/17 11:30,30
95,53,2,10054,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/17 11:30,2013/3/17 11:45,15
95,53,2,10055,NULL,Home,Hawthorn East,3123,-37.81986043,145.045533,2013/3/17 11:45,2013/3/17 23:00,675
96,35,2,10056,NULL,Home,Roxburgh Park,3064,-37.6280531,144.9221381,2013/3/8 7:00,2013/3/8 8:30,90
96,35,2,10057,Walked Along Street,"Public spaces (parks, streets, stations, airports etc.)",Roxburgh Park,3064,-37.63003,144.91965,2013/3/8 8:30,2013/3/8 8:50,20
96,35,2,10058,School: Roxburgh Homestead Primary School,"Study (Uni, school, kindergarden, childcare centre etc)",Roxburgh Park,3064,-37.633902,144.915392,2013/3/8 8:50,2013/3/8 8:55,5
96,35,2,10059,Park,"Public spaces (parks, streets, stations, airports etc.)",Roxburgh Park,3064,-37.629968,144.92195,2013/3/8 8:55,2013/3/8 11:00,125
96,35,2,10060,NULL,Home,Roxburgh Park,3064,-37.6280531,144.9221381,2013/3/8 11:00,2013/3/8 15:30,270
96,35,2,10061,NULL,Car journey (respondent alone in the car),NULL,NULL,NULL,NULL,2013/3/8 15:30,2013/3/8 15:33,3
96,35,2,10062,School: Homestead Primary School,"Study (Uni, school, kindergarden, childcare centre etc)",Roxburgh Park,3064,-37.633902,144.915392,2013/3/8 15:33,2013/3/8 15:33,0
96,35,2,10063,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/8 15:33,2013/3/8 15:36,3
96,35,2,10064,NULL,Home,Roxburgh Park,3064,-37.6280531,144.9221381,2013/3/8 15:36,2013/3/8 23:00,444
102,77,2,10065,NULL,Home,Camberwell,3124,-37.83588,145.07585,2013/2/24 7:00,2013/2/24 9:00,120
102,77,2,10066,Parkland,"Public spaces (parks, streets, stations, airports etc.)",Camberwell,3124,-37.842616,145.074984,2013/2/24 9:00,2013/2/24 9:20,20
102,77,2,10067,Ousia,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Camberwell,3124,-37.84441,145.076767,2013/2/24 9:20,2013/2/24 9:35,15
102,77,2,10068,NULL,Home,Camberwell,3124,-37.83588,145.07585,2013/2/24 9:35,2013/2/24 15:00,325
102,77,2,10069,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 15:00,2013/2/24 15:10,10
102,77,2,10070,Movies,"Arts and culture (cinema, library, gigs, museum, theatre etc.) ",Hawthorn East,3123,-37.830669,145.055695,2013/2/24 15:10,2013/2/24 16:45,95
102,77,2,10071,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 16:45,2013/2/24 16:50,5
102,77,2,10072,NULL,Home,Camberwell,3124,-37.83588,145.07585,2013/2/24 16:50,2013/2/24 23:00,370
108,21,2,10073,Partner's House,Other ,Mill Park,3082,-37.65574,145.053405,2013/2/24 7:00,2013/2/24 11:30,270
108,21,2,10074,NULL,Home,Greenvale,3059,-37.643808,144.895215,2013/2/24 11:30,2013/2/24 16:30,300
108,21,2,10075,Northern Hospital,Other ,Epping,3076,-37.65108794,145.0145397,2013/2/24 16:30,2013/2/24 19:30,180
108,21,2,10076,NULL,Home,Greenvale,3059,-37.643808,144.895215,2013/2/24 19:30,2013/2/24 23:00,210
119,18,1,10077,NULL,Home,Roxburgh Park,3064,-37.61098,144.916888,2013/3/12 7:00,2013/3/12 23:00,960
122,56,2,10078,NULL,Home,Jacana,3047,-37.688598,144.911201,2013/2/25 7:00,2013/2/25 23:00,960
127,44,2,10079,NULL,Home,Balwyn,3103,-37.803011,145.070247,2013/2/24 7:00,2013/2/24 8:00,60
127,44,2,10080,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 8:00,2013/2/24 8:01,1
127,44,2,10081,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 8:01,2013/2/24 9:00,59
127,44,2,10082,NULL,Home,Balwyn,3103,-37.803011,145.070247,2013/2/24 9:00,2013/2/24 11:00,120
127,44,2,10083,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 11:00,2013/2/24 11:15,15
127,44,2,10084,Doncaster Shoppingtown,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Doncaster,3108,-37.78725829,145.1258513,2013/2/24 11:15,2013/2/24 14:45,210
127,44,2,10085,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 14:45,2013/2/24 15:15,30
127,44,2,10086,Sister's House: Near Westgarth Station,Other ,Northcote,3070,-37.78124753,144.9985113,2013/2/24 15:15,2013/2/24 16:00,45
127,44,2,10087,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 16:00,2013/2/24 16:15,15
127,44,2,10088,NULL,Home,Balwyn,3103,-37.803011,145.070247,2013/2/24 16:15,2013/2/24 17:00,45
127,44,2,10089,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 17:00,2013/2/24 17:05,5
127,44,2,10090,Friend's House,Other ,Balwyn,3103,-37.814966,145.06875,2013/2/24 17:05,2013/2/24 21:00,235
127,44,2,10091,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 21:00,2013/2/24 21:05,5
127,44,2,10092,NULL,Home,Balwyn,3103,-37.803011,145.070247,2013/2/24 21:05,2013/2/24 23:00,115
129,68,2,10093,NULL,Home,Sunbury,3429,-37.57895016,144.6934053,2013/2/24 7:00,2013/2/24 8:30,90
129,68,2,10094,A Horse Paddock,"Public spaces (parks, streets, stations, airports etc.)",Sunbury,3429,-37.578729,144.693438,2013/2/24 8:30,2013/2/24 9:30,60
129,68,2,10095,St Mary's Anglican Church,Other ,Sunbury,3429,-37.57982318,144.7309738,2013/2/24 9:30,2013/2/24 11:45,135
129,68,2,10096,NULL,Home,Sunbury,3429,-37.57895016,144.6934053,2013/2/24 11:45,2013/2/24 14:30,165
129,68,2,10097,Daughter's Home,Other ,Sunbury,3429,-37.60237034,144.7346569,2013/2/24 14:30,2013/2/24 15:00,30
129,68,2,10098,NULL,Home,Sunbury,3429,-37.57895016,144.6934053,2013/2/24 15:00,2013/2/24 23:00,480
131,55,2,10099,NULL,Home,Sunbury,3429,-37.57795,144.714722,2013/2/24 7:00,2013/2/24 16:00,540
131,55,2,10100,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 16:00,2013/2/24 16:05,5
131,55,2,10101,NULL,Work,Sunbury,3429,-37.569908,144.718796,2013/2/24 16:05,2013/2/24 21:30,325
131,55,2,10102,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/24 21:30,2013/2/24 21:35,5
131,55,2,10103,NULL,Home,Sunbury,3429,-37.57795,144.714722,2013/2/24 21:35,2013/2/24 23:00,85
146,40,2,10104,NULL,Home,Balwyn North,3104,-37.78824,145.096532,2013/2/27 7:00,2013/2/27 8:00,60
146,40,2,10105,Walked,"Public spaces (parks, streets, stations, airports etc.)",Balwyn North,3104,-37.789243,145.096642,2013/2/27 8:00,2013/2/27 8:10,10
146,40,2,10106,Childcare Centre,"Study (Uni, school, kindergarden, childcare centre etc)",Balwyn North,3104,-37.79023,145.095734,2013/2/27 8:10,2013/2/27 8:25,15
146,40,2,10107,Walked Home,"Public spaces (parks, streets, stations, airports etc.)",Balwyn North,3104,-37.789243,145.096642,2013/2/27 8:25,2013/2/27 8:40,15
146,40,2,10108,NULL,Home,Balwyn North,3104,-37.78824,145.096532,2013/2/27 8:40,2013/2/27 11:30,170
146,40,2,10109,Chemist,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Balwyn North,3104,-37.791731,145.094054,2013/2/27 11:30,2013/2/27 11:45,15
146,40,2,10110,Fruit Shop,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Balwyn North,3104,-37.791731,145.094054,2013/2/27 11:45,2013/2/27 12:00,15
146,40,2,10111,NULL,Home,Balwyn North,3104,-37.78824,145.096532,2013/2/27 12:00,2013/2/27 15:00,180
146,40,2,10112,Chiropractor,Other ,Bulleen,3105,-37.77776,145.084452,2013/2/27 15:00,2013/2/27 15:30,30
146,40,2,10113,Childcare Centre,"Study (Uni, school, kindergarden, childcare centre etc)",Balwyn North,3104,-37.79023,145.095734,2013/2/27 15:30,2013/2/27 15:50,20
146,40,2,10114,NULL,Home,Balwyn North,3104,-37.78824,145.096532,2013/2/27 15:50,2013/2/27 23:00,430
148,52,2,10115,NULL,Home,Balwyn North,3104,-37.79839227,145.0680019,2013/2/25 7:00,2013/2/25 9:30,150
148,52,2,10116,Health Food,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",NULL,NULL,NULL,NULL,2013/2/25 9:30,2013/2/25 10:30,60
148,52,2,10117,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/25 10:30,2013/2/25 11:15,45
148,52,2,10118,Stationary Shop,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Camberwell,3124,-37.826517,145.057629,2013/2/25 11:15,2013/2/25 12:00,45
148,52,2,10119,"Coles Supermarket, The Well","Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Camberwell,3124,-37.82936403,145.0570695,2013/2/25 12:00,2013/2/25 12:30,30
148,52,2,10120,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/25 12:30,2013/2/25 13:10,40
148,52,2,10121,Café,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Abbotsford,3067,-37.802039,145.003538,2013/2/25 13:10,2013/2/25 15:00,110
148,52,2,10122,School: Rudolph Steiner School,"Study (Uni, school, kindergarden, childcare centre etc)",Abbotsford,3067,-37.80164348,145.0022827,2013/2/25 15:00,2013/2/25 15:30,30
148,52,2,10123,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/25 15:30,2013/2/25 16:00,30
148,52,2,10124,Kew Recreation Centre,Sport and recreation,Kew,3101,-37.803589,145.038635,2013/2/25 16:00,2013/2/25 17:00,60
148,52,2,10125,NULL,Home,Balwyn North,3104,-37.79839227,145.0680019,2013/2/25 17:00,2013/2/25 17:20,20
148,52,2,10126,NULL,Home,Balwyn North,3104,-37.79839227,145.0680019,2013/2/25 17:20,2013/2/25 23:00,340
150,49,1,10127,NULL,Home,Balwyn,3103,-37.80773187,145.1008073,2013/2/27 7:00,2013/2/27 9:30,150
150,49,1,10128,Train,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/2/27 9:30,2013/2/27 10:25,55
150,49,1,10129,NULL,Work,Melbourne,3000,-37.8140418,144.971463,2013/2/27 10:25,2013/2/27 13:00,155
150,49,1,10130,Train,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/2/27 13:00,2013/2/27 13:20,20
150,49,1,10131,NULL,Home,Balwyn,3103,-37.80773187,145.1008073,2013/2/27 13:20,2013/2/27 23:00,580
151,38,2,10132,NULL,Home,Hawthorn,3122,-37.82501,145.012689,2013/2/26 7:00,2013/2/26 7:30,30
151,38,2,10133,St James Park: Smart St Park,"Public spaces (parks, streets, stations, airports etc.)",Hawthorn,3122,-37.816377,145.024377,2013/2/26 7:30,2013/2/26 7:30,0
151,38,2,10134,NULL,Home,Hawthorn,3122,-37.82501,145.012689,2013/2/26 7:30,2013/2/26 7:45,15
151,38,2,10135,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/26 7:45,2013/2/26 8:30,45
151,38,2,10136,Childcare,Other ,Hawthorn,3122,-37.818463,145.018144,2013/2/26 8:30,2013/2/26 8:45,15
151,38,2,10137,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/26 8:45,2013/2/26 8:48,3
151,38,2,10138,School:,"Study (Uni, school, kindergarden, childcare centre etc)",Hawthorn,3122,-37.819775,145.018647,2013/2/26 8:48,2013/2/26 9:00,12
151,38,2,10139,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/26 9:00,2013/2/26 9:02,2
151,38,2,10140,NULL,Work,Hawthorn,3122,-37.818463,145.018144,2013/2/26 9:02,2013/2/26 13:00,238
151,38,2,10141,NULL,Home,Hawthorn,3122,-37.82501,145.012689,2013/2/26 13:00,2013/2/26 13:30,30
151,38,2,10142,NULL,Work,Hawthorn,3122,-37.818463,145.018144,2013/2/26 13:30,2013/2/26 18:30,300
151,38,2,10143,NULL,Home,Hawthorn,3122,-37.82501,145.012689,2013/2/26 18:30,2013/2/26 23:00,270
156,59,2,10144,NULL,Home,Sunbury,3429,-37.580173,144.716021,2013/2/25 7:00,2013/2/25 10:00,180
156,59,2,10145,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/25 10:00,2013/2/25 10:05,5
156,59,2,10146,Sunbury Square Shopping Centre,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Sunbury,3429,-37.577771,144.72987,2013/2/25 10:05,2013/2/25 11:00,55
156,59,2,10147,NULL,Home,Sunbury,3429,-37.580173,144.716021,2013/2/25 11:00,2013/2/25 14:45,225
156,59,2,10148,NULL,Work,Sunbury,3429,-37.586281,144.727856,2013/2/25 14:45,2013/2/25 22:05,440
156,59,2,10149,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/25 22:05,2013/2/25 22:10,5
156,59,2,10150,NULL,Home,Sunbury,3429,-37.580173,144.716021,2013/2/25 22:10,2013/2/25 23:00,50
167,18,1,10151,NULL,Home,Broadmeadows,3047,-37.674796,144.945339,2013/4/25 7:00,2013/4/25 14:00,420
167,18,1,10152,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/4/25 14:00,2013/4/25 14:10,10
167,18,1,10153,Relatives House,Other ,Campbellfield,3061,-37.67034,144.952041,2013/4/25 14:10,2013/4/25 21:00,410
167,18,1,10154,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/4/25 21:00,2013/4/25 21:10,10
167,18,1,10155,NULL,Home,Broadmeadows,3047,-37.674796,144.945339,2013/4/25 21:10,2013/4/25 23:00,110
172,36,1,10156,NULL,Home,Craigieburn,3064,-37.57167816,144.9383545,2013/3/1 7:00,2013/3/1 7:30,30
172,36,1,10157,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/1 7:30,2013/3/1 7:45,15
172,36,1,10158,School:,"Study (Uni, school, kindergarden, childcare centre etc)",Craigieburn,3064,-37.57167816,144.9383545,2013/3/1 7:45,2013/3/1 8:45,60
172,36,1,10159,NULL,Work,Melbourne,3000,-37.81456375,144.9702606,2013/3/1 8:45,2013/3/1 16:30,465
172,36,1,10160,School:,"Study (Uni, school, kindergarden, childcare centre etc)",Craigieburn,3064,-37.57167816,144.9383545,2013/3/1 16:30,2013/3/1 18:00,90
172,36,1,10161,NULL,Home,Craigieburn,3064,-37.57167816,144.9383545,2013/3/1 18:00,2013/3/1 23:00,300
175,36,2,10162,NULL,Home,Craigieburn,3064,-37.58067578,144.9221014,2013/2/25 7:00,2013/2/25 9:15,135
175,36,2,10163,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/25 9:15,2013/2/25 9:30,15
175,36,2,10164,Church,Other ,Craigieburn,3064,-37.61256174,144.9466012,2013/2/25 9:30,2013/2/25 14:30,300
175,36,2,10165,NULL,Home,Craigieburn,3064,-37.58067578,144.9221014,2013/2/25 14:30,2013/2/25 23:00,510
177,41,1,10166,NULL,Home,Balwyn North,3104,-37.793022,145.101164,2013/2/26 7:00,2013/2/26 16:00,540
177,41,1,10167,Train,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/2/26 16:00,2013/2/26 16:30,30
177,41,1,10168,RMIT University,"Study (Uni, school, kindergarden, childcare centre etc)",Melbourne,3000,-37.80817,144.963111,2013/2/26 16:30,2013/2/26 18:45,135
177,41,1,10169,Train,"Public Transport (train, tram, bus or taxi)",NULL,NULL,NULL,NULL,2013/2/26 18:45,2013/2/26 19:20,35
177,41,1,10170,NULL,Home,Balwyn North,3104,-37.793022,145.101164,2013/2/26 19:20,2013/2/26 23:00,220
178,63,2,10171,NULL,Home,Canterbury,3126,-37.84884,145.08225,2013/2/25 7:00,2013/2/25 8:45,105
178,63,2,10172,Epworth Hospital: Burke Rd / Toorak Rd,Other ,Camberwell,3124,-37.84597,145.054947,2013/2/25 8:45,2013/2/25 10:30,105
178,63,2,10173,Shops,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",NULL,NULL,NULL,NULL,2013/2/25 10:30,2013/2/25 12:01,91
178,63,2,10174,NULL,Home,Canterbury,3126,-37.84884,145.08225,2013/2/25 12:01,2013/2/25 23:00,659
195,84,2,10175,Off Canterbury Rd,Home,Canterbury,3126,-37.822728,145.069847,2013/3/2 7:00,2013/3/2 11:00,240
195,84,2,10176,Shops,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Canterbury,3126,-37.827601,145.074909,2013/3/2 11:00,2013/3/2 12:00,60
195,84,2,10177,Off Canterbury Rd,Home,Canterbury,3126,-37.822728,145.069847,2013/3/2 12:00,2013/3/2 23:00,660
198,37,2,10178,NULL,Home,Gladstone Park,3043,-37.69034417,144.8901978,2013/3/1 7:00,2013/3/1 7:30,30
198,37,2,10179,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/1 7:30,2013/3/1 7:40,10
198,37,2,10180,School:,"Study (Uni, school, kindergarden, childcare centre etc)",Tullamarine,3043,-37.703522,144.879242,2013/3/1 7:40,2013/3/1 8:00,20
198,37,2,10181,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/1 8:00,2013/3/1 8:10,10
198,37,2,10182,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/1 8:10,2013/3/1 8:45,35
198,37,2,10183,School:,"Study (Uni, school, kindergarden, childcare centre etc)",NULL,NULL,NULL,NULL,2013/3/1 8:45,2013/3/1 9:05,20
198,37,2,10184,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/1 9:05,2013/3/1 9:10,5
198,37,2,10185,NULL,Work,Tullamarine,3043,-37.70288468,144.8829693,2013/3/1 9:10,2013/3/1 13:45,275
198,37,2,10186,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/1 13:45,2013/3/1 13:55,10
198,37,2,10187,Airport West Westfield Shopping Centre,"Retail and hospitality (bars, cafes, shops, hair dressing, etc.) ",Airport West,3042,-37.71385,144.88682,2013/3/1 13:55,2013/3/1 15:10,75
198,37,2,10188,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/1 15:10,2013/3/1 15:20,10
198,37,2,10189,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/1 15:20,2013/3/1 15:45,25
198,37,2,10190,Girlfriend's House,Other ,Gladstone Park,3043,-37.697746,144.889233,2013/3/1 15:45,2013/3/1 16:45,60
198,37,2,10191,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/3/1 16:45,2013/3/1 16:55,10
202,32,2,10192,NULL,Home,Craigieburn,3064,-37.575798,144.936911,2013/2/25 7:00,2013/2/25 8:40,100
202,32,2,10193,NULL,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/25 8:40,2013/2/25 8:40,0
202,32,2,10194,School:,"Study (Uni, school, kindergarden, childcare centre etc)",Craigieburn,3064,-37.5985,144.93147,2013/2/25 8:40,2013/2/25 9:00,20
202,32,2,10195,Car,"Private Transport (private or rented car, motorbike)",NULL,NULL,NULL,NULL,2013/2/25 9:00,2013/2/25 9:02,2
